rs111546,rs679512,rs601084,rs711504,rs677636,rs776914,rs707881,rs045071,rs023502,rs350111,rs943580,rs710834,rs873041,rs907292,rs869720,rs845434,rs970602,rs467442,rs568502,rs789349,rs483698,rs257422,rs304539,rs540465,rs460053,rs090634,rs902453,rs556112,rs651810,rs081827,rs657122,rs523523,rs247716,rs732255,rs013720,rs274103,rs693822,rs269238,rs115265,rs254030,rs683489,rs262589,rs975021,rs342947,rs265436,rs817723,rs859372,rs014342,rs620579,rs711571
6.560310e-01,5.665776e-01,6.728126e-01,2.198703e-01,1.772223e-01,7.885478e-01,5.859746e-01,9.670484e-01,5.656359e-01,5.755323e-01,7.440211e-01,6.113964e-01,1.424110e-01,2.999295e-01,8.516383e-01,4.562724e-02,6.990280e-01,5.122778e-02,9.448748e-01,5.961165e-01,9.793514e-01,8.078761e-01,6.884706e-01,4.187301e-01,6.054855e-02,9.990378e-01,5.052698e-01,9.698986e-01,3.243743e-01,3.634583e-01,5.392563e-01,8.968881e-01,8.421790e-01,5.245506e-01,6.853609e-01,5.500202e-01,4.616205e-01,5.028927e-01,3.887182e-01,1.869269e-01,1.665903e-02,4.236093e-01,1.594822e-01,6.930171e-01,3.029579e-01,2.169239e-01,9.639323e-01,8.549474e-01,2.734677e-01,4.542314e-01
8.281699e-01,4.257440e-01,2.506219e-01,7.761104e-01,8.652736e-01,5.638637e-01,7.183227e-01,2.323868e-02,1.930633e-01,8.600857e-01,6.387174e-01,3.679431e-02,8.584299e-01,7.887448e-01,1.913619e-01,3.517122e-01,9.500278e-01,5.874451e-01,5.232523e-01,5.739277e-01,3.652092e-01,4.614951e-01,7.301422e-01,8.655756e-01,9.966781e-01,6.960455e-01,9.761861e-02,9.691275e-01,2.082934e-01,7.493374e-01,7.309996e-01,8.287245e-01,6.550039e-01,5.020678e-01,6.212944e-01,5.991047e-01,9.647687e-01,1.009009e-01,1.893463e-01,1.583737e-01,1.731134e-01,3.190259e-01,3.647342e-01,7.450232e-01,4.347393e-01,4.956231e-01,4.629128e-01,1.032311e-01,1.786132e-01,9.194183e-01
1.810827e-01,2.216315e-01,4.861195e-01,6.019344e-01,4.431065e-01,2.951210e-01,6.590302e-01,7.077676e-01,5.448157e-01,1.446602e-01,9.320592e-01,1.963398e-01,7.068145e-02,1.531662e-01,6.550816e-01,6.630624e-01,8.653111e-01,3.944877e-01,2.141921e-01,6.444388e-01,4.849200e-01,7.757018e-02,1.124673e-01,4.501263e-01,5.612141e-02,6.958165e-01,6.270354e-01,8.198939e-01,8.784778e-01,4.532628e-01,2.278951e-01,7.825755e-01,8.605579e-02,5.063285e-01,5.414358e-01,9.414947e-01,9.107129e-01,7.102494e-01,3.594216e-01,7.782316e-02,2.959315e-01,5.877877e-01,3.832916e-01,8.744319e-01,7.465676e-01,5.603265e-01,4.892514e-01,5.394893e-01,4.207958e-01,8.318664e-01
3.601702e-01,2.163827e-01,9.244007e-01,2.458739e-01,4.637920e-01,1.133005e-01,9.806991e-01,2.510988e-01,2.078206e-01,3.165916e-01,4.904927e-01,4.423593e-01,5.714333e-01,6.846671e-02,5.799959e-01,9.170099e-01,9.741659e-01,4.329125e-01,7.713471e-01,1.416915e-01,4.861430e-01,6.926797e-01,7.608673e-01,6.109125e-01,1.541722e-02,8.200768e-01,4.493324e-01,1.500720e-01,3.988662e-01,6.068176e-01,2.952657e-01,8.527872e-01,7.162088e-01,8.605109e-01,5.654873e-01,8.710221e-01,4.025128e-01,8.827891e-01,4.325526e-01,8.736976e-01,6.745262e-01,9.296217e-01,6.785247e-01,3.100640e-01,4.788024e-01,8.653922e-01,7.958085e-01,8.389684e-01,3.530841e-01,8.440358e-01
1.067839e-01,9.232124e-01,7.540846e-01,3.494851e-01,1.841265e-01,4.596436e-02,4.715969e-01,8.668491e-01,7.053719e-01,1.499281e-01,3.404742e-01,2.808496e-01,4.048074e-01,6.599223e-01,4.344857e-02,8.989840e-01,5.404412e-02,7.735795e-01,4.515526e-01,2.553766e-02,6.871862e-01,1.011912e-01,2.052252e-02,2.051330e-02,4.508314e-01,1.005754e-01,7.763893e-01,6.124997e-01,3.006490e-01,5.038838e-01,1.742590e-01,7.056282e-01,6.862947e-01,5.297525e-01,6.183355e-01,5.426281e-01,8.790136e-01,6.465224e-02,9.802140e-01,2.704763e-01,7.243950e-01,9.681042e-01,7.298837e-02,5.174243e-04,1.063289e-01,4.494733e-01,8.299523e-01,2.786976e-01,1.384575e-01,3.085176e-01
3.728591e-01,5.512063e-01,9.420692e-01,3.545830e-01,3.913838e-01,1.669600e-02,7.978605e-01,3.542065e-01,4.303398e-01,4.011073e-01,9.053243e-01,9.268967e-01,8.573523e-01,3.438014e-01,5.607195e-01,7.414738e-01,4.657611e-01,7.780318e-03,7.885479e-01,7.019368e-01,7.665725e-01,4.998323e-01,5.729210e-01,8.826259e-02,7.498502e-01,4.894709e-01,8.785493e-01,8.084279e-01,2.806596e-02,9.701376e-01,3.235881e-01,7.350335e-01,2.340108e-01,5.724728e-02,4.781790e-01,9.332012e-01,9.266135e-01,9.369569e-02,9.528210e-01,1.890984e-01,9.544505e-01,3.115903e-01,4.541155e-01,9.642437e-01,1.059999e-01,9.793181e-01,3.191661e-02,4.103620e-01,4.432195e-01,2.275694e-02
8.494972e-02,6.468012e-01,1.747963e-01,3.646462e-02,2.298074e-01,6.013963e-01,3.698689e-01,2.771632e-01,6.078624e-01,2.138499e-01,5.260412e-02,5.878483e-03,6.040046e-01,9.307716e-01,2.630324e-01,3.989599e-01,1.605982e-01,6.777842e-01,2.317548e-01,3.021047e-01,2.266342e-02,7.864222e-01,7.732422e-01,9.106639e-01,4.408700e-01,5.069018e-02,9.798250e-01,2.063681e-01,3.928016e-01,4.718427e-01,8.779777e-01,4.796206e-02,7.339707e-01,5.409506e-01,9.185092e-01,9.456160e-03,4.534431e-01,1.546899e-01,7.743129e-01,8.038879e-01,3.876541e-01,1.772266e-01,5.629425e-01,4.612091e-01,6.716866e-01,5.613198e-01,4.944374e-02,7.799524e-01,5.578938e-02,1.617444e-01
3.847625e-02,5.295201e-01,5.468936e-01,8.521829e-01,5.191586e-01,3.026168e-02,2.145803e-01,6.845344e-01,9.905422e-01,8.998771e-01,6.227737e-02,2.054439e-01,1.458050e-01,3.361111e-01,4.302493e-01,2.326772e-01,6.524081e-01,4.049052e-01,8.454015e-01,8.740927e-01,6.908382e-01,1.749460e-01,5.479525e-01,5.347499e-01,5.636182e-01,1.416052e-01,9.808465e-02,3.839597e-01,6.773724e-01,1.177362e-01,6.523974e-01,9.761120e-01,7.545433e-01,5.315992e-01,6.706943e-01,9.255319e-01,2.308005e-01,2.647593e-01,5.880803e-01,3.269360e-01,2.732925e-01,9.505337e-01,8.908458e-01,8.069034e-01,8.293400e-01,3.994741e-01,7.903792e-01,1.330978e-03,2.355806e-01,8.186704e-01
2.178767e-01,3.163800e-01,5.206897e-01,9.311361e-01,8.805006e-01,4.361826e-01,7.972076e-01,5.787830e-01,3.257149e-01,4.214947e-01,7.646784e-01,1.884805e-01,5.086693e-01,5.243269e-01,2.080035e-01,3.693873e-01,5.719255e-01,4.763330e-01,2.287688e-01,4.616509e-01,2.953660e-01,2.035057e-01,2.890634e-01,6.980276e-01,1.773633e-01,2.558180e-01,3.752826e-02,3.038167e-01,8.003042e-01,5.074317e-01,2.533810e-01,4.791775e-02,9.229024e-01,3.169832e-01,2.468981e-01,4.191140e-01,3.389176e-01,8.424778e-01,4.658474e-01,2.992029e-02,3.934640e-01,5.791833e-01,6.979966e-01,5.177904e-02,9.231534e-03,7.239832e-01,8.119337e-01,7.176004e-01,9.313189e-01,4.502036e-01
2.482961e-02,9.618274e-03,8.603222e-02,8.296813e-01,9.488113e-02,4.207217e-01,1.041523e-01,4.503273e-01,3.508777e-01,8.175964e-01,1.323140e-01,1.563705e-01,2.234512e-02,5.749634e-01,6.342056e-01,8.557251e-01,2.847929e-01,2.780098e-01,2.031985e-01,5.714699e-03,8.586301e-01,7.338826e-01,3.126050e-01,1.645570e-01,2.486012e-01,5.243945e-01,1.318586e-01,2.111444e-01,3.347484e-01,9.483311e-02,1.420296e-01,6.280410e-01,7.932727e-01,6.700588e-01,7.058224e-01,3.515229e-01,4.298006e-01,4.004203e-01,8.384805e-01,1.111335e-01,9.733301e-01,5.687472e-01,9.360960e-01,5.112654e-04,8.307081e-01,8.020882e-01,1.037980e-01,4.060451e-01,1.641073e-02,4.483167e-02
8.225268e-01,9.298655e-01,9.174514e-01,7.914612e-01,9.583871e-02,4.999928e-01,6.968710e-01,7.748069e-01,7.527594e-02,6.302647e-01,3.495483e-01,4.187516e-01,5.070635e-01,4.068873e-02,4.064246e-01,3.165849e-01,1.735460e-01,1.039767e-01,2.397518e-01,4.950976e-01,9.200174e-01,8.527962e-01,8.712368e-01,5.873355e-01,4.876110e-01,4.569109e-01,6.868450e-01,9.167000e-01,4.286861e-01,7.170276e-01,6.357860e-01,9.962112e-02,2.147342e-01,4.873051e-01,6.680155e-01,4.126709e-01,1.142246e-01,6.810460e-02,1.928216e-02,9.932138e-01,9.799892e-01,9.379458e-01,7.646489e-02,3.128931e-01,3.179926e-01,6.690766e-01,4.039555e-01,2.294923e-01,6.060148e-01,1.146467e-02
9.359318e-01,9.895563e-02,2.687572e-01,3.018577e-02,5.568771e-01,4.368947e-01,3.292564e-01,7.763278e-01,7.205747e-01,5.661493e-01,3.523232e-01,9.670935e-01,1.558655e-01,6.315455e-01,8.253491e-01,8.532602e-01,8.225454e-01,9.726157e-01,7.983720e-01,3.597083e-01,4.962114e-01,9.877550e-02,5.870590e-01,7.847876e-01,5.280616e-02,4.827413e-01,7.858755e-01,5.509737e-01,1.860899e-02,5.733239e-01,1.093007e-01,7.258397e-01,6.428238e-01,1.476343e-01,5.578970e-01,2.109189e-03,7.868340e-01,8.815055e-01,8.224155e-01,6.319602e-01,2.657221e-01,9.360878e-01,3.339524e-01,6.838768e-01,9.926905e-01,2.043546e-01,5.399503e-02,4.263298e-01,8.802855e-01,2.917285e-01
9.953373e-02,6.071213e-01,5.355704e-01,4.333472e-01,7.972362e-01,3.210772e-02,7.510210e-01,2.852591e-01,2.503400e-01,6.053595e-01,3.667557e-01,7.733510e-01,9.836332e-01,5.514450e-01,6.249494e-01,1.093328e-01,6.982592e-01,7.208972e-01,2.777432e-01,5.370974e-01,2.470072e-01,3.866857e-01,6.251085e-01,7.417513e-01,4.110125e-01,4.970946e-01,1.745081e-01,1.886468e-01,1.936824e-01,3.923574e-01,4.704741e-01,3.072460e-01,6.694983e-01,6.333872e-01,6.222825e-01,3.039072e-02,3.836567e-01,7.182913e-03,7.706703e-01,2.645387e-01,5.928338e-01,9.688721e-01,7.759132e-01,2.296468e-03,1.565104e-01,9.138254e-01,6.547740e-01,9.655392e-01,8.045738e-01,7.244301e-01
4.785572e-01,3.037859e-01,5.159853e-01,9.799115e-01,2.884079e-01,6.294931e-01,5.997763e-01,7.242387e-01,3.772290e-01,4.488022e-02,8.001135e-01,2.723946e-01,1.162002e-01,9.481553e-01,3.151689e-01,3.675632e-02,6.746096e-01,5.030849e-01,7.353115e-02,4.541033e-01,6.375296e-01,4.014492e-01,4.737437e-01,8.496587e-01,9.235688e-01,4.911450e-01,5.178531e-01,2.243951e-01,7.710323e-01,4.371271e-01,5.365434e-01,8.908092e-01,3.201815e-01,6.924682e-01,6.705726e-01,9.594561e-01,6.166657e-01,1.465388e-01,5.224058e-01,2.218982e-01,2.344226e-01,3.485213e-01,4.552158e-01,7.360049e-01,6.963825e-01,6.971663e-01,7.996805e-01,7.480676e-01,3.242493e-02,3.867351e-01
2.916259e-01,5.000617e-01,3.444690e-02,5.880021e-01,6.706601e-01,5.500157e-01,1.978305e-02,3.131677e-01,3.551806e-01,5.374957e-01,2.295382e-01,2.247160e-01,9.401113e-01,2.505127e-01,1.234972e-01,4.025463e-01,9.317730e-01,9.233663e-01,2.472262e-01,1.769438e-01,4.167273e-01,4.540584e-01,1.043715e-01,9.747156e-01,7.575715e-03,7.836920e-01,9.010535e-01,9.154939e-01,7.731748e-01,3.144167e-01,2.257002e-01,9.129410e-03,1.764412e-01,5.093787e-01,6.183396e-01,5.668728e-01,8.495682e-01,9.337618e-01,9.359203e-01,1.830311e-01,5.365416e-01,7.985749e-01,2.922548e-01,3.830102e-01,5.317274e-01,6.933330e-01,8.028425e-01,8.261876e-01,6.008049e-01,1.483934e-01
7.040900e-01,3.214725e-01,1.673931e-01,2.058149e-01,3.568296e-01,3.935402e-01,6.629268e-01,5.319332e-01,2.304207e-01,5.723848e-01,8.437051e-01,2.492773e-02,9.638399e-01,8.560552e-01,9.910629e-01,4.575509e-01,2.659026e-01,7.104318e-01,1.715934e-01,9.260678e-01,7.478614e-01,9.027447e-01,9.791086e-01,1.969391e-01,7.922218e-01,2.436939e-01,5.330282e-01,8.957466e-01,2.597174e-01,7.814561e-01,4.619057e-01,9.240358e-01,4.768961e-01,8.247724e-01,7.296269e-02,3.732126e-01,7.134621e-01,5.356476e-01,6.286272e-01,9.201377e-01,1.049538e-01,2.677641e-01,8.187695e-01,2.597174e-01,9.435161e-01,9.850494e-01,4.538760e-01,3.647302e-01,5.698208e-01,7.840674e-01
2.255977e-01,6.507391e-01,5.058207e-01,5.393694e-01,8.942835e-01,8.184957e-01,7.126032e-01,8.022734e-01,7.504089e-01,3.922655e-01,8.396266e-01,3.145929e-01,3.026982e-02,2.701947e-01,8.443493e-01,8.609010e-01,7.664622e-01,2.999014e-01,6.095037e-01,7.798047e-01,8.376437e-01,2.417422e-01,9.171061e-01,2.747319e-01,2.110354e-01,1.841604e-01,5.874293e-01,9.355355e-01,7.305582e-01,5.483275e-01,9.555919e-01,1.508970e-01,1.866246e-01,2.834789e-01,1.390819e-01,3.158020e-01,9.292047e-01,9.873538e-01,4.108265e-01,7.474433e-01,3.641141e-01,8.284749e-01,6.088588e-01,1.453789e-01,8.060769e-01,3.636829e-01,4.787665e-01,2.366749e-01,6.162548e-02,8.929556e-01
7.089554e-01,5.858225e-01,2.149471e-01,6.418428e-01,3.084575e-01,6.572367e-03,7.072183e-01,2.338028e-01,3.180883e-01,5.444947e-01,8.900090e-01,5.500495e-01,7.462715e-01,9.642558e-01,3.963434e-01,6.576038e-01,4.308343e-01,7.957926e-01,8.362978e-01,4.160427e-01,6.832591e-01,9.716484e-01,9.976749e-01,2.403194e-01,5.300002e-02,7.753117e-01,9.866606e-01,8.303013e-01,6.246568e-01,5.197448e-03,5.475529e-01,2.041277e-01,3.900895e-01,7.912326e-01,5.387585e-01,8.029280e-01,5.616055e-01,1.524951e-01,9.390078e-01,5.632736e-01,3.556622e-01,3.095774e-01,9.428709e-01,7.032178e-01,9.939945e-01,6.801938e-01,3.990370e-01,4.703423e-01,1.453564e-01,3.843463e-01
1.033787e-01,5.597312e-01,7.971483e-01,9.205405e-01,5.302377e-01,9.060855e-01,7.913389e-01,8.559284e-01,6.447043e-01,5.393805e-01,6.483809e-01,3.696744e-01,5.317417e-01,4.844729e-01,3.720644e-01,7.655478e-01,5.038647e-01,7.921499e-01,3.566238e-01,6.183719e-01,5.483345e-01,8.126746e-01,9.604248e-01,1.059545e-01,5.649413e-01,4.722332e-01,8.911353e-01,7.662691e-01,4.407603e-01,2.484355e-01,1.436364e-01,5.432579e-01,1.787919e-01,2.428458e-02,3.228642e-01,7.260817e-01,5.373942e-01,8.425035e-01,2.085154e-01,5.982778e-01,1.569775e-01,1.332596e-01,8.299345e-01,3.307051e-01,1.945729e-01,4.420220e-02,3.575678e-01,8.877124e-01,1.096244e-01,1.923443e-01
1.057968e-01,1.146454e-01,9.917428e-01,8.588553e-01,5.231765e-01,5.318501e-02,8.735455e-01,3.358936e-01,7.125099e-01,7.502087e-01,8.263021e-02,6.102265e-01,1.729027e-01,5.519591e-01,7.218899e-01,7.140819e-01,1.285978e-01,7.544918e-01,9.643196e-01,6.796899e-01,6.355803e-01,7.657158e-01,4.919262e-02,1.417000e-01,5.080041e-01,9.875508e-01,9.043953e-01,5.179979e-01,5.696974e-01,1.156562e-01,3.367154e-01,5.697896e-01,1.788940e-02,1.375182e-01,9.865918e-02,7.836007e-01,9.041302e-01,3.317463e-01,1.029637e-01,8.692709e-01,1.007772e-01,9.252351e-01,5.893986e-01,6.284233e-01,1.032240e-01,4.182720e-01,5.933511e-01,1.768646e-01,7.457346e-01,6.010990e-01
5.010698e-01,5.442755e-01,7.720685e-01,4.566484e-01,2.008085e-01,5.072046e-01,3.025359e-01,1.875153e-01,2.252240e-01,8.647663e-01,7.368737e-01,1.063328e-03,8.555383e-01,5.212973e-01,1.319140e-01,1.383240e-01,8.110644e-01,6.815598e-01,8.839944e-01,7.904299e-01,6.387311e-01,1.266426e-01,1.758343e-01,1.236465e-01,2.618657e-01,9.988944e-01,4.866848e-01,6.939227e-01,4.440020e-01,9.674597e-02,5.018039e-01,7.271294e-02,9.372680e-01,3.228373e-01,6.800456e-01,4.621470e-01,8.593224e-02,4.591148e-01,9.693108e-01,3.568288e-01,9.580258e-01,4.030232e-01,2.722330e-01,6.601297e-01,7.258409e-01,2.347344e-01,8.120352e-01,6.608597e-01,9.735003e-01,2.949428e-01
2.236208e-01,1.666166e-01,7.979524e-01,2.565128e-01,3.520072e-01,4.502491e-01,3.933716e-01,4.439973e-01,3.700693e-01,6.703197e-01,5.832286e-01,2.107903e-01,7.221830e-01,5.216561e-01,3.146688e-01,5.604043e-01,8.124279e-01,7.948939e-01,1.128667e-01,5.289261e-02,7.225539e-01,4.153168e-02,4.673417e-01,2.813334e-01,9.409620e-01,6.959414e-01,2.269585e-01,9.192721e-01,5.284110e-01,1.769195e-01,3.836895e-01,1.908644e-01,7.095158e-01,1.674662e-01,9.988943e-01,2.093836e-02,2.661707e-01,7.016500e-01,4.084008e-02,2.763007e-01,9.954402e-01,4.812872e-01,2.266934e-01,2.154601e-01,1.076135e-01,2.578893e-03,8.547742e-01,9.026631e-01,7.517050e-01,8.255522e-01
4.779655e-01,3.044426e-01,1.892700e-01,9.708827e-01,6.093685e-01,2.639420e-01,9.928102e-01,4.177581e-01,8.698650e-01,5.933761e-01,5.183155e-02,4.072723e-01,9.004933e-01,9.984391e-01,6.664253e-01,9.092210e-01,2.641113e-01,7.076663e-01,6.148330e-01,4.299492e-01,2.922390e-01,1.884665e-01,2.320197e-01,1.494082e-01,1.545392e-02,4.855960e-01,1.740974e-01,8.900545e-01,7.758860e-01,9.159139e-01,8.970778e-01,4.258206e-01,6.632899e-01,5.658875e-01,9.566692e-01,9.578033e-01,5.586725e-01,9.429896e-02,8.955504e-01,1.854312e-01,1.451112e-01,1.493173e-01,2.221854e-01,6.354589e-01,1.985892e-01,6.932438e-01,6.651162e-02,9.144662e-01,4.463658e-01,2.755928e-02
5.860381e-01,8.098873e-02,5.109475e-01,2.341910e-02,6.863297e-02,1.053421e-01,7.363854e-01,1.698611e-01,5.221334e-01,4.725894e-01,8.994666e-02,4.358354e-02,7.533089e-02,7.768494e-01,7.590787e-01,1.977791e-01,4.346282e-01,2.413033e-01,2.158811e-01,1.653888e-01,9.047032e-01,7.016690e-01,1.191486e-01,6.379990e-01,4.169229e-02,1.377517e-01,7.120256e-01,6.013560e-01,1.338568e-01,5.656252e-01,1.230548e-01,8.785137e-01,7.618446e-01,4.576100e-01,7.981606e-02,2.035686e-01,1.495600e-01,8.238559e-01,3.069018e-01,9.209744e-01,5.442874e-01,7.626084e-01,1.767721e-01,4.142844e-01,4.564573e-02,1.507805e-01,7.437217e-01,5.930319e-01,4.579884e-01,2.287067e-01
2.613859e-01,3.792119e-01,7.873161e-01,6.739115e-01,5.858604e-01,3.586914e-01,7.854592e-01,5.724712e-01,4.461510e-01,6.685357e-02,5.238919e-01,9.247658e-01,7.304492e-01,6.084956e-01,2.326762e-01,4.903145e-01,2.899118e-01,7.783771e-01,6.756971e-01,9.644539e-01,9.096022e-01,5.321074e-01,2.822287e-01,1.518762e-01,1.203323e-01,4.550646e-01,3.537635e-01,6.658794e-01,4.315597e-01,5.750947e-01,1.862233e-01,6.139111e-02,3.701108e-01,2.274447e-01,2.257709e-01,8.084981e-01,7.067302e-01,8.335609e-01,8.429913e-01,2.016909e-02,3.972251e-01,1.634271e-01,8.906995e-01,9.362550e-01,3.532240e-01,1.757200e-01,1.656903e-01,5.023768e-01,1.736953e-01,9.553852e-01
6.221016e-01,6.402407e-01,9.381491e-01,9.176598e-01,8.369128e-02,8.025601e-02,8.125883e-02,2.494276e-01,5.790689e-01,1.701346e-01,8.568091e-02,6.723254e-01,5.358807e-01,3.414252e-01,9.917466e-01,7.291425e-01,4.135243e-01,9.073799e-02,5.464302e-01,4.787948e-01,8.448234e-01,7.727915e-02,7.651777e-01,2.443667e-01,4.282016e-01,1.253542e-01,8.678033e-01,1.447985e-01,6.040160e-01,5.147744e-01,4.848996e-01,3.591413e-01,7.941478e-01,3.145795e-01,2.341704e-01,9.169999e-01,6.281926e-05,4.572688e-01,4.647592e-01,1.898842e-01,7.296469e-01,3.965405e-03,1.947926e-01,8.728727e-01,4.896066e-01,9.193738e-02,8.011989e-01,3.620285e-01,8.065643e-01,5.352161e-01
9.175576e-01,1.536612e-01,8.692916e-01,9.631888e-01,5.934443e-01,5.275165e-01,9.877029e-01,5.041355e-01,1.129638e-01,4.567366e-01,5.808857e-02,1.373885e-01,5.934050e-02,4.307213e-01,5.571531e-01,2.158196e-01,3.991011e-02,7.618203e-01,7.538756e-01,2.369043e-01,3.889172e-01,5.411336e-01,4.914198e-01,2.736001e-01,2.918351e-01,5.229862e-01,7.602783e-01,5.692921e-01,4.701222e-01,4.533663e-01,2.705525e-01,7.249180e-03,2.708650e-02,9.019357e-01,6.867377e-01,4.141808e-02,4.879298e-01,6.907657e-01,2.580126e-01,4.871752e-01,7.807788e-01,1.095236e-01,7.934256e-01,4.495744e-01,9.614015e-01,5.772941e-01,3.060312e-02,1.664434e-01,2.427410e-01,7.891998e-01
6.903848e-01,7.892591e-01,1.371949e-02,6.364964e-01,5.977331e-03,8.749552e-01,1.535765e-01,9.889580e-01,6.838666e-01,9.072041e-01,6.151312e-01,2.958542e-01,2.683669e-01,8.216638e-01,9.671387e-01,9.117206e-01,8.445385e-02,7.885804e-01,6.056654e-01,1.610622e-01,2.420660e-01,8.101293e-01,4.286310e-01,4.916608e-01,2.927300e-01,7.208995e-01,4.543632e-01,9.078061e-01,1.111698e-01,1.682341e-01,2.796477e-01,6.756442e-01,5.155598e-01,9.845333e-01,7.580108e-01,9.137834e-01,3.020457e-01,1.869661e-01,8.662155e-01,1.309270e-01,3.026765e-01,2.700721e-01,4.070215e-01,6.738290e-01,8.707623e-01,9.101051e-01,2.611163e-01,6.754975e-01,2.868862e-01,9.396246e-01
3.754969e-01,7.285805e-01,1.390767e-01,3.109154e-01,3.848938e-01,3.344369e-01,2.763862e-02,3.101255e-01,2.674083e-01,1.538551e-01,2.185889e-01,3.596722e-01,9.933987e-01,1.552227e-01,4.240035e-01,4.621330e-01,6.678362e-01,1.200085e-01,9.882194e-01,4.346459e-02,2.306023e-01,5.464070e-01,4.852839e-01,9.148047e-01,3.442156e-01,6.826340e-01,6.097147e-01,9.896856e-01,1.731692e-01,6.914939e-02,9.622226e-02,4.507929e-01,1.531301e-01,1.179476e-01,2.184638e-01,1.294645e-01,1.917492e-01,4.743399e-01,4.623753e-01,4.811765e-01,4.073867e-01,3.087810e-02,1.507220e-01,2.151929e-01,5.407348e-01,6.756213e-01,4.634787e-01,1.987628e-01,3.978463e-02,2.124878e-02
3.539178e-01,3.478982e-01,9.413071e-01,9.504663e-01,8.649390e-01,4.877745e-01,3.567906e-01,2.441882e-01,4.252134e-01,7.853514e-01,5.931952e-01,3.699204e-01,2.758536e-01,1.091715e-01,1.198263e-02,9.218278e-01,2.695189e-02,7.917285e-01,1.461688e-01,6.972018e-01,6.496331e-01,8.375559e-01,3.781611e-01,5.605831e-01,9.046255e-01,7.025561e-01,9.601337e-01,8.983890e-01,2.633630e-01,9.254017e-01,4.409631e-01,5.837298e-01,9.496620e-01,9.193390e-02,5.319170e-01,1.471558e-02,9.905498e-01,1.147646e-02,4.089674e-01,5.882366e-01,2.063639e-01,6.374196e-01,9.109783e-01,3.971117e-01,2.047072e-02,4.599173e-01,4.854498e-01,3.476284e-01,1.229311e-01,2.754438e-01
3.706332e-02,7.382343e-01,6.965432e-01,2.388083e-01,7.472377e-01,2.142969e-01,2.929662e-01,4.226977e-01,5.434475e-03,7.792213e-01,4.922725e-01,6.767025e-01,3.358052e-02,8.759946e-02,9.844194e-01,4.940868e-01,5.942849e-01,6.306491e-01,1.572853e-01,1.977420e-01,5.128714e-01,3.628603e-01,1.543422e-01,4.857029e-02,8.424140e-01,4.044207e-02,5.242490e-01,5.843966e-01,5.733861e-01,8.465681e-01,1.135036e-01,5.395024e-01,2.902489e-01,7.223686e-01,1.484012e-01,7.190019e-01,8.609834e-01,8.152989e-01,4.274535e-01,8.806207e-01,2.062605e-01,9.970452e-01,4.896583e-02,3.560157e-01,9.628664e-01,8.556719e-01,8.169278e-02,2.388443e-01,2.379051e-02,6.137863e-01
8.971762e-01,1.365214e-01,8.882749e-01,3.976801e-01,9.323659e-02,5.456081e-01,1.604278e-01,3.645770e-01,5.937970e-01,3.846316e-01,3.611290e-01,3.372440e-01,3.959342e-01,5.787243e-01,4.418414e-01,6.292244e-01,9.875320e-01,6.224268e-01,6.381527e-01,7.963423e-01,9.101827e-01,8.419583e-01,7.919150e-01,7.565830e-01,8.448683e-01,3.123285e-01,2.946011e-01,4.071726e-01,8.829177e-01,6.255153e-01,7.057365e-02,8.946021e-01,2.515172e-01,1.877005e-01,2.704842e-01,3.436618e-01,4.127482e-01,8.624307e-01,5.357263e-01,7.436727e-01,9.532198e-01,5.814334e-02,5.365976e-01,9.771063e-01,3.216438e-01,2.844199e-01,5.829564e-03,1.135979e-02,3.176041e-02,5.538934e-01
7.179997e-01,8.128097e-02,9.356010e-01,9.270461e-01,4.219994e-01,1.217576e-01,8.698344e-01,8.320313e-01,1.192956e-01,3.179141e-02,6.196096e-01,9.902952e-01,1.076474e-01,8.952891e-01,2.033840e-01,2.020246e-01,3.270779e-01,3.729155e-01,4.492418e-01,9.827457e-01,8.571185e-01,1.067788e-01,5.998429e-01,3.505159e-01,7.819602e-01,9.122646e-01,4.766072e-02,6.836801e-01,1.492513e-02,8.566687e-01,2.699080e-01,2.657331e-01,9.858636e-01,8.782559e-01,1.036783e-01,6.985688e-01,8.332335e-01,6.260875e-01,8.004276e-01,3.758582e-01,2.496268e-01,8.980640e-01,4.122203e-01,3.507842e-01,9.796809e-01,9.261166e-01,3.417594e-01,3.477648e-01,9.994300e-01,5.043439e-01
